1.000000000000000000e+00,1.000000000000000000e+00
1.030607060297908495e+00,1.059993878175696569e+00
1.061813935704355005e+00,1.118763391490664283e+00
1.093608258897515118e+00,1.176308539944903586e+00
1.125977662555562642e+00,1.232629323538414479e+00
1.158909779356672720e+00,1.287725742271196738e+00
1.192392241979018941e+00,1.341597796143251031e+00
1.226412683100776002e+00,1.394245485154576247e+00
1.260958735400119046e+00,1.445668809305173275e+00
1.296018031555221439e+00,1.495867768595041003e+00
1.331578204244258767e+00,1.544842363024181431e+00
1.367626886145404397e+00,1.592592592592592560e+00
1.404151709936833692e+00,1.639118457300275278e+00
1.441140308296721351e+00,1.684419957147230029e+00
1.478580313903240295e+00,1.728497092133455926e+00
1.516459359434566334e+00,1.771349862258953411e+00
1.554765077568872833e+00,1.812978267523722042e+00
1.593485100984336045e+00,1.853382307927762707e+00
1.632607062359128225e+00,1.892561983471074072e+00
1.672118594371426070e+00,1.930517294153657692e+00
1.712007329699402280e+00,1.967248239975513124e+00
1.752260901021231554e+00,2.002754820936639035e+00
1.792866941015089477e+00,2.037037037037037202e+00
1.833813082359148972e+00,2.070094888276706513e+00
1.875086957731586068e+00,2.101928374655647414e+00
1.916676199810573911e+00,2.132537496173859459e+00
1.958568441274287641e+00,2.161922252831343982e+00
2.000751314800901959e+00,2.190082644628099651e+00
2.043212453068590229e+00,2.217018671564126464e+00
2.085939488755527815e+00,2.242730333639424423e+00
2.128920054539889861e+00,2.267217630853994859e+00
2.172141783099848844e+00,2.290480563207835996e+00
2.215592307113579906e+00,2.312519130700948722e+00
2.259259259259259522e+00,2.333333333333333037e+00
2.303130272215059726e+00,2.352923171104989830e+00
2.347192978659156104e+00,2.371288644015916880e+00
2.391435011269722466e+00,2.388429752066115519e+00
2.435844002724933510e+00,2.404346495255586635e+00
2.480407585702963935e+00,2.419038873584328009e+00
2.525113392881987551e+00,2.432506887052341416e+00
2.569949056940180387e+00,2.444750535659626856e+00
2.614902210555715811e+00,2.455769819406183441e+00
2.659960486406767188e+00,2.465564738292010727e+00
2.705111517171510993e+00,2.474135292317110491e+00
2.750342935528121480e+00,2.481481481481481843e+00
2.795642374154771126e+00,2.487603305785124341e+00
2.840997465729635518e+00,2.492500765228037984e+00
2.886395842930891131e+00,2.496173859810223661e+00
2.931825138436708222e+00,2.498622589531680482e+00
2.977272984925265042e+00,2.499846954392408449e+00
3.022727015074734958e+00,2.499846954392409337e+00
3.068174861563291778e+00,2.498622589531680482e+00
